Lattices initiated in 0.26 seconds
Specimen build in 0.11 seconds
         1405761 function calls (1404470 primitive calls) in 6.390 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       22    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 gpudata.py:113(__getitem__)
       18    0.000    0.000    0.000    0.000 argparse.py:599(format)
        3    0.000    0.000    0.000    0.000 shader.py:349(__init__)
        7    0.000    0.000    0.000    0.000 variable.py:342(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        2    0.000    0.000    0.000    0.000 subprocess.py:1255(wait)
        1    0.000    0.000    0.000    0.000 contextlib.py:543(__exit__)
        1    0.000    0.000    0.000    0.000 <string>:2(glfwSetFramebufferSizeCallback)
        1    0.000    0.000    0.000    0.000 backend_glfw_deprecated.py:212(on_error)
        1    0.000    0.000    0.000    0.000 inspect.py:518(isroutine)
        9    0.000    0.000    0.000    0.000 parser.py:173(brace_matcher)
        2    0.000    0.000    0.036    0.018 __init__.py:108(import_module)
        6    0.000    0.000    0.000    0.000 shader.py:317(hooks)
        3    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
        4    0.000    0.000    0.000    0.000 __init__.py:164(<lambda>)
     10/4    0.000    0.000    0.036    0.009 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.036    0.018 <frozen importlib._bootstrap>:1194(_gcd_import)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
        2    0.000    0.000    0.000    0.000 selectors.py:234(register)
       36    0.000    0.000    0.000    0.000 _parser.py:166(__setitem__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1559(__init__)
        2    0.000    0.000    0.000    0.000 argparse.py:1475(add_argument_group)
        2    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:342(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:506(callback)
        2    0.000    0.000    0.000    0.000 selectors.py:365(unregister)
        4    0.000    0.000    0.000    0.000 <frozen genericpath>:121(_splitext)
       10    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       23    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.001    0.001 parser.py:28(get_options)
        2    0.000    0.000    0.000    0.000 selectors.py:351(register)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1496(find_spec)
       30    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:123(getLevelName)
        2    0.000    0.000    0.001    0.000 position.py:40(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:922(acquire)
        9    0.000    0.000    0.000    0.000 __init__.py:253(escape)
        7    0.000    0.000    0.000    0.000 argparse.py:989(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.005    0.005 point_collection.py:10(PointCollection)
        1    0.000    0.000    0.000    0.000 argparse.py:2063(consume_positionals)
       22    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.080    0.080 collection.py:132(view)
        8    0.000    0.000    0.000    0.000 __init__.py:815(filter)
        3    0.000    0.000    0.000    0.000 _dtype.py:330(_name_includes_bit_suffix)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        3    0.000    0.000    0.000    0.000 configuration.py:30(get_default)
        1    0.000    0.000    0.000    0.000 warnings.py:117(_formatwarnmsg)
        1    0.000    0.000    0.080    0.080 axes.py:64(add_drawable)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1696(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        4    0.000    0.000    0.000    0.000 threading.py:1446(current_thread)
       18    0.000    0.000    0.000    0.000 argparse.py:218(__init__)
        7    0.000    0.000    0.000    0.000 argparse.py:966(__init__)
        6    0.000    0.000    0.000    0.000 argparse.py:2522(_get_value)
       53    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        3    0.000    0.000    0.000    0.000 numerictypes.py:357(issubdtype)
        4    0.000    0.000    0.000    0.000 _internal.py:920(npy_ctypes_check)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:392(cached)
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
        6    0.000    0.000    0.000    0.000 <frozen genericpath>:27(isfile)
        8    0.000    0.000    0.000    0.000 shader.py:110(__setitem__)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        4    0.000    0.000    0.000    0.000 selectors.py:21(_fileobj_to_fd)
       26    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       42    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 selectors.py:347(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
        4    0.000    0.000    0.000    0.000 __init__.py:652(usesTime)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1655(_fill_cache)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1032(__exit__)
       31    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       14    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
       25    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
       43    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 argparse.py:1603(_get_handler)
       18    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 subprocess.py:361(_text_encoding)
       25    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        4    0.000    0.000    0.000    0.000 __init__.py:658(formatMessage)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:195(_reshape_dispatcher)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1116(__del__)
        9    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        9    0.000    0.000    0.000    0.000 parser.py:157(get_consts)
        1    0.000    0.000    0.000    0.000 subprocess.py:1639(_get_handles)
        1    0.000    0.000    0.000    0.000 backend_glfw.py:191(Window)
        2    0.000    0.000    0.000    0.000 __init__.py:228(_acquireLock)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1028(__enter__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:922(find_spec)
        3    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        2    0.000    0.000    0.000    0.000 _methods.py:47(_sum)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:1403(_resize_dispatcher)
       11    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 viewport.py:194(attach)
       29    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 selectors.py:268(close)
       12    0.000    0.000    0.000    0.000 quantitative_scale.py:117(_process_range)
        4    0.000    0.000    0.000    0.000 selectors.py:215(_fileobj_lookup)
        1    0.000    0.000    0.000    0.000 event.py:192(push_handlers)
       26    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
       14    0.000    0.000    0.000    0.000 contextlib.py:340(__init__)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:1764(_ravel_dispatcher)
        3    0.000    0.000    0.000    0.000 shader.py:369(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
       15    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        9    0.000    0.000    0.000    0.000 parser.py:166(get_varyings)
        6    0.000    0.000    0.000    0.000 numerictypes.py:283(issubclass_)
      2/1    0.000    0.000    0.000    0.000 gpudata.py:80(_add_pending_data)
        1    0.000    0.000    0.000    0.000 <string>:2(glfwSetCursorEnterCallback)
       32    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       17    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       18    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        9    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        2    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
        3    0.000    0.000    0.000    0.000 argparse.py:594(<listcomp>)
        4    0.000    0.000    0.000    0.000 __init__.py:447(format)
        4    0.000    0.000    0.000    0.000 __init__.py:432(usesTime)
        8    0.000    0.000    0.000    0.000 __init__.py:929(release)
        4    0.000    0.000    0.000    0.000 threading.py:1145(name)
        5    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:368(getMessage)
        1    0.000    0.000    0.000    0.000 linecache.py:26(getline)
        6    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <string>:2(glfwSetWindowCloseCallback)
        4    0.000    0.000    0.000    0.000 selectors.py:66(__len__)
        1    0.000    0.000    0.000    0.000 <string>:2(glfwSetCursorPosCallback)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.016    0.016 {built-in method builtins.__import__}
       12    0.000    0.000    0.000    0.000 quantitative_scale.py:121(_process_domain)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       12    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        3    0.000    0.000    0.000    0.000 gettext.py:619(gettext)
        1    0.000    0.000    0.000    0.000 warnings.py:20(_showwarnmsg_impl)
        1    0.000    0.000    0.000    0.000 <string>:2(glfwSetKeyCallback)
        1    0.000    0.000    0.000    0.000 <string>:2(glfwSetMouseButtonCallback)
        4    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
       11    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 array_list.py:40(__init__)
       29    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        3    0.000    0.000    0.000    0.000 selectors.py:275(_key_from_fd)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:294(_module_repr)
        2    0.000    0.000    0.000    0.000 tokenize.py:329(find_cookie)
        1    0.000    0.000    0.000    0.000 {built-in method posix.write}
        2    0.000    0.000    0.000    0.000 selectors.py:247(unregister)
       10    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
        1    0.000    0.000    0.000    0.000 <string>:2(glfwSetCharCallback)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.000    0.000 selectors.py:209(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:524(_push_exit_callback)
        8    0.000    0.000    0.000    0.000 _parser.py:160(__delitem__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
        1    0.000    0.000    0.000    0.000 subprocess.py:1950(_try_wait)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        6    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 defaults.py:145(double_buffer)
        1    0.000    0.000    0.000    0.000 subprocess.py:2106(_save_input)
        1    0.000    0.000    0.000    0.000 subprocess.py:1903(_handle_exitstatus)
       12    0.000    0.000    0.000    0.000 glob.py:213(_join)
       14    0.000    0.000    0.000    0.000 contextlib.py:342(__enter__)
        1    0.000    0.000    0.000    0.000 identity.py:9(__init__)
        3    0.000    0.000    0.000    0.000 <frozen os>:759(decode)
        1    0.000    0.000    0.000    0.000 <string>:2(glfwSetScrollCallback)
        1    0.000    0.000    0.000    0.000 warnings.py:403(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        3    0.000    0.000    0.000    0.000 subprocess.py:1243(_check_timeout)
        1    0.000    0.000    0.000    0.000 <frozen os>:1080(__subclasshook__)
        7    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
       10    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 argparse.py:1111(__init__)
        1    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:237(_releaseLock)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       15    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        2    0.000    0.000    0.000    0.000 tokenize.py:323(read_or_stop)
        1    0.000    0.000    0.000    0.000 {built-in method _locale.getencoding}
       15    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 glfw.py:474(GLFWgammaramp)
        1    0.000    0.000    0.000    0.000 glfw.py:150(_get_library_search_paths)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:405(parent)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
        3    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:457(__init__)
        2    0.000    0.000    0.000    0.000 _internal.py:105(<listcomp>)
        8    0.000    0.000    0.000    0.000 argparse.py:628(<listcomp>)
        1    0.000    0.000    0.000    0.000 buffer.py:100(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.000    0.000 subprocess.py:1081(_translate_newlines)
        1    0.000    0.000    0.000    0.000 argparse.py:1865(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 selectors.py:63(__init__)
        2    0.000    0.000    0.000    0.000 configuration.py:208(api)
        3    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        2    0.000    0.000    0.000    0.000 {method 'unregister' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:202(__exit__)
        1    0.000    0.000    0.000    0.000 backend_glfw_deprecated.py:403(get_size)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 subprocess.py:268(_cleanup)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_sanity_check)
        3    0.000    0.000    0.000    0.000 event.py:246(set_handler)
        4    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:370(_FuncPtr)
        1    0.000    0.000    0.000    0.000 buffer.py:39(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1866(<listcomp>)
        4    0.000    0.000    0.000    0.000 selectors.py:272(get_map)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 configuration.py:220(major_version)
        4    0.000    0.000    0.000    0.000 configuration.py:232(minor_version)
       12    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 viewport.py:198(add)
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:2214(_match_arguments_partial)
        1    0.000    0.000    0.000    0.000 glfw.py:466(GLFWvidmode)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:583(_module_repr_from_spec)
        1    0.000    0.000    0.000    0.000 inspect.py:505(isbuiltin)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 <frozen os>:805(fsencode)
        2    0.000    0.000    0.000    0.000 contextlib.py:453(_exit_wrapper)
        2    0.000    0.000    0.000    0.000 __init__.py:1319(disable)
        1    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 defaults.py:234(backend)
        2    0.000    0.000    0.000    0.000 configuration.py:215(api)
        2    0.000    0.000    0.000    0.000 inspect.py:378(isfunction)
        2    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x9664c0}
        2    0.000    0.000    0.000    0.000 __init__.py:1720(getEffectiveLevel)
        5    0.000    0.000    0.000    0.000 subprocess.py:1235(_remaining_time)
        2    0.000    0.000    0.000    0.000 contextlib.py:451(_create_cb_wrapper)
        1    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        2    0.000    0.000    0.000    0.000 inspect.py:300(ismethod)
        1    0.000    0.000    0.000    0.000 defaults.py:121(srgb)
        4    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        2    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 defaults.py:133(stereo)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method select.poll}
        2    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        2    0.000    0.000    0.000    0.000 configuration.py:195(samples)
        2    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 defaults.py:190(gl_major_version)
        1    0.000    0.000    0.000    0.000 viewport.py:210(dispatcher)
        2    0.000    0.000    0.000    0.000 backend_glfw_deprecated.py:65(available)
        2    0.000    0.000    0.000    0.000 viewport.py:13(__init__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:514(ismethodwrapper)
        2    0.000    0.000    0.000    0.000 configuration.py:239(minor_version)
        1    0.000    0.000    0.000    0.000 defaults.py:169(stencil_size)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 defaults.py:198(gl_minor_version)
        1    0.000    0.000    0.000    0.000 defaults.py:210(gl_api)
        1    0.000    0.000    0.000    0.000 inspect.py:292(isclass)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        1    0.000    0.000    0.000    0.000 panzoom.py:114(zoom)
        1    0.000    0.000    0.000    0.000 defaults.py:153(get_default_depth_size)
        1    0.000    0.000    0.000    0.000 defaults.py:157(depth_size)
        4    0.000    0.000    0.000    0.000 argparse.py:1782(identity)
        1    0.000    0.000    0.000    0.000 defaults.py:222(gl_profile)
        1    0.000    0.000    0.000    0.000 panzoom.py:100(pan)
        1    0.000    0.000    0.000    0.000 configuration.py:97(red_size)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 configuration.py:227(major_version)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 backend_glfw_deprecated.py:63(name)
        1    0.000    0.000    0.000    0.000 argparse.py:1327(__init__)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 configuration.py:251(profile)
        1    0.000    0.000    0.000    0.000 configuration.py:110(green_size)
        1    0.000    0.000    0.000    0.000 defaults.py:218(get_default_gl_profile)
        1    0.000    0.000    0.000    0.000 backend_glfw.py:64(available)
        2    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 defaults.py:206(get_default_gl_api)
        1    0.000    0.000    0.000    0.000 configuration.py:159(depth_size)
        1    0.000    0.000    0.000    0.000 defaults.py:141(get_default_double_buffer)
        1    0.000    0.000    0.000    0.000 defaults.py:117(get_default_srgb)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 defaults.py:186(get_default_gl_major_version)
        1    0.000    0.000    0.000    0.000 defaults.py:129(get_default_stereo)
        1    0.000    0.000    0.000    0.000 subprocess.py:1915(_internal_poll)
        1    0.000    0.000    0.000    0.000 contextlib.py:540(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSTOPPED}
        1    0.000    0.000    0.000    0.000 glfw.py:481(GLFWmonitor)
        1    0.000    0.000    0.000    0.000 glfw.py:480(GLFWwindow)
        1    0.000    0.000    0.000    0.000 defaults.py:230(get_default_backend)
        1    0.000    0.000    0.000    0.000 selectors.py:199(__enter__)
        1    0.000    0.000    0.000    0.000 configuration.py:122(blue_size)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
        1    0.000    0.000    0.000    0.000 defaults.py:194(get_default_gl_minor_version)
        1    0.000    0.000    0.000    0.000 configuration.py:256(srgb)
        1    0.000    0.000    0.000    0.000 configuration.py:171(stencil_size)
        1    0.000    0.000    0.000    0.000 configuration.py:183(stereo)
        1    0.000    0.000    0.000    0.000 configuration.py:134(alpha_size)
        1    0.000    0.000    0.000    0.000 defaults.py:165(get_default_stencil_size)


exporting specimen
xmin, xmax: (0.000,80.000
ymin, ymax: (0.000,80.000
zmin, zmax: (0.000,80.000
14334 atoms exported
